20,30,550,48
20,63,553,78
20,93,560,111
20,126,546,144
20,159,547,177
20,192,543,210
20,225,535,243
20,258,522,276
20,291,550,309
20,324,559,342
20,357,526,375
20,390,572,408
20,423,543,441
20,456,576,474
20,489,571,507
20,522,574,540
20,555,523,573
20,588,534,606
20,621,555,639
20,654,560,672
20,687,569,705
20,720,543,738
20,753,10,753
